n_components,n_neighbors,min_dist,min_cluster_size,min_samples,top_n_words,coherence_score,cohenrece_score_umass,n_topics
13,20,0.01,5,5,10,0.3948151741018171,-12.582261851389253,10
17,15,0.05,5,5,5,0.3947510784458783,-10.843176246157906,9
5,5,0.05,5,5,10,0.3946015012751136,-12.537228072112239,11
3,20,0.0,5,5,10,0.3945355197806289,-13.27891508981534,19
5,5,0.01,5,5,10,0.39443034847093905,-14.278474463197984,31
15,5,0.05,5,5,10,0.39436707855038194,-13.772095735178919,19
20,15,0.01,10,5,5,0.3942112561553155,-11.88180596512487,12
15,20,0.05,5,5,10,0.3941511757837031,-12.067536801476782,19
9,20,0.05,5,5,10,0.39414073392257815,-12.593728636181527,15
15,20,0.05,10,5,5,0.3941404105999623,-10.023901715519056,3
12,20,0.01,10,5,10,0.3941071613023137,-12.15364229355709,15
10,20,0.01,10,5,10,0.3940776589470114,-12.20358315851513,13
13,20,0.01,10,5,10,0.3940775399839822,-14.349523422407668,11
5,5,0.0,5,5,10,0.39374712672241324,-13.951483778560213,16
10,5,0.01,5,5,5,0.393418953228167,-13.019141659744449,21
15,20,0.01,5,5,10,0.3933286876447283,-12.45152935272339,21
15,15,0.0,10,5,5,0.3930277632282164,-11.518546875908136,9
15,5,0.01,5,5,10,0.3926597000341327,-12.799218766935233,9
19,5,0.0,5,5,10,0.3926375551647245,-10.999941443547016,8
15,10,0.01,10,5,10,0.3924416839582141,-13.45241453918912,13
9,15,0.0,10,5,10,0.3924386117899749,-13.761370568413211,4
15,15,0.05,10,5,5,0.39208562126486896,-12.108320949847602,11
7,15,0.0,5,5,10,0.3915484045814835,-12.350552462594298,14
12,15,0.01,10,5,5,0.3914596048826352,-11.654500083489904,11
11,15,0.05,10,5,10,0.39125202434770745,-12.29748851027502,6
8,15,0.01,10,5,10,0.3912022138071966,-12.047861714744045,4
3,5,0.05,5,5,10,0.39109693025441866,-14.490495702244583,15
10,15,0.0,10,5,10,0.3907318469825024,-12.97200546100532,12
7,15,0.01,10,5,10,0.3906203785042635,-13.501635840478551,13
7,15,0.0,10,5,10,0.39059019131492806,-13.897199299529811,13
9,15,0.01,10,5,5,0.3903277039952813,-11.810502839517913,11
3,10,0.01,10,5,10,0.38981279692314436,-12.991601305709214,15
21,5,0.0,5,5,10,0.3897758023356959,-14.107570599988824,32
13,5,0.05,5,5,10,0.3894135833545826,-13.195893138684172,17
8,15,0.0,5,5,10,0.3894121265577456,,15
3,10,0.01,5,5,10,0.38919989506243713,-12.951175825108193,20
21,15,0.0,5,5,10,0.3891849760529698,-13.090070179406245,16
12,10,0.01,5,5,10,0.3889878117546501,-12.541893052261342,16
19,15,0.05,10,5,10,0.3889438534226201,-13.148105245847322,10
17,20,0.01,5,5,10,0.38885944875089185,-12.906937867938828,22
8,5,0.01,10,5,10,0.3887932050825629,-13.337455487772884,19
9,10,0.05,5,5,10,0.38877754438348217,-12.333868580622681,15
11,15,0.0,5,5,10,0.388710355736442,-13.261385626136153,18
13,20,0.05,10,5,10,0.38869141141819047,-13.664016569404343,10
13,5,0.0,10,5,10,0.3885318656129874,-13.469151158931561,12
19,10,0.01,10,5,10,0.3878772786710798,-12.512805717217027,19
13,15,0.0,10,5,5,0.38775096146960336,-11.344656673191198,10
9,10,0.0,5,5,10,0.3876458573670772,-11.776998923282541,18
15,5,0.0,10,5,10,0.387559478578002,-13.382141137429688,12
7,5,0.01,5,5,5,0.3875039356662572,-13.259817699589197,27
15,15,0.01,10,5,10,0.3873974671224055,-13.091172714562635,14
9,15,0.01,10,5,10,0.38735136336078274,-13.364473170413358,11
12,10,0.01,10,5,10,0.3871792569475472,-12.996097760670615,16
21,5,0.01,5,5,10,0.38705248984684415,-13.544317715202089,20
9,20,0.01,10,5,5,0.3868184844342071,-11.410235970647218,12
