n_components,n_neighbors,min_dist,min_cluster_size,min_samples,top_n_words,coherence_score,cohenrece_score_umass,n_topics
9,15,0.01,5,5,5,0.42001315785002413,-13.190710002736347,6
20,20,0.0,5,5,10,0.419831392609963,-15.51367750855232,7
20,10,0.01,5,5,5,0.4192774901683196,-11.875261322767072,7
19,5,0.01,5,5,10,0.4191477247457429,-15.387345272859465,10
19,15,0.0,10,5,5,0.41912420178182935,-11.190120580531346,6
7,20,0.0,5,5,10,0.4190997585612293,-15.327772609653534,9
10,15,0.01,10,5,10,0.4190245444714448,-17.664021734723512,4
15,5,0.01,5,5,5,0.41891960997976685,-14.190475408125463,9
3,15,0.01,5,5,10,0.4188899474539891,-15.161771634628485,7
19,20,0.01,10,5,10,0.41883852537848915,-15.593338432253669,5
12,20,0.01,10,5,10,0.4187105592626931,-16.901389600624928,5
3,20,0.05,10,5,10,0.4186801463314507,-15.904113267195124,6
20,15,0.01,10,5,10,0.418648030549944,-14.98950885269361,7
20,10,0.0,5,5,10,0.418545552199019,-15.596275826623568,7
5,15,0.05,10,5,10,0.4183433600076455,-14.70655171635531,6
13,10,0.05,5,5,10,0.4183431318774984,-15.364181777549982,7
10,10,0.0,5,5,5,0.4183068850334615,-11.92649741581573,7
21,20,0.0,5,5,10,0.41808815908417846,-15.978679652383802,8
13,10,0.05,5,5,5,0.41805837845707944,-12.631737506239736,7
15,20,0.05,10,5,10,0.4179238245878546,-15.019084237225394,6
9,10,0.01,10,5,10,0.41781361771743636,-15.316300404067016,8
20,15,0.0,10,5,10,0.4178126304910489,-15.48524835510817,7
12,5,0.01,5,5,10,0.4171917392568738,-16.73469879057075,8
17,15,0.0,5,5,10,0.4169028224791102,-15.181517230531568,7
17,10,0.05,10,5,10,0.4166650732207818,-16.54673798676533,6
7,5,0.05,5,5,5,0.4165524178280997,-13.052640871378578,10
8,15,0.0,10,5,5,0.4164772592522945,-14.658907461803969,6
19,10,0.0,10,5,5,0.4162758245142851,-13.101720607491446,4
17,15,0.0,5,5,5,0.4162181184699114,-12.619173485419198,7
9,15,0.01,10,5,5,0.415958076146233,-14.596663964350798,5
3,5,0.0,10,5,10,0.41575250854188345,-16.31446488630124,8
21,15,0.05,5,5,10,0.41532364132226507,-15.914855447952322,8
17,5,0.05,5,5,10,0.4150252235349326,-15.87100887297797,10
3,5,0.0,5,5,5,0.41498101153144473,-11.995776488460491,10
8,10,0.01,5,5,10,0.4149702547886256,-15.14992392196405,8
21,15,0.01,10,5,5,0.41496935762358833,-12.571276169616379,6
9,20,0.0,5,5,10,0.41487726171350053,-15.406985468374566,7
7,15,0.05,10,5,5,0.4142892238168857,-12.333753286491449,6
5,5,0.01,5,5,10,0.4139289346990452,-15.826969117012501,10
15,10,0.05,5,5,10,0.413922297453447,-15.359290656008152,8
21,5,0.0,5,5,5,0.41325466783331344,-13.036196422865643,8
11,5,0.01,5,5,5,0.413140434647488,-14.827048257943131,10
11,10,0.01,5,5,10,0.4131271221700709,-14.770417859324125,7
17,5,0.0,5,5,5,0.41306093019400186,-13.233546480597472,11
10,5,0.01,5,5,10,0.4129787748023759,-15.28923884639626,8
12,20,0.0,5,5,10,0.4127259138543151,-15.197147250013224,9
11,15,0.0,10,5,10,0.41266605412299456,-16.818758436039804,5
20,5,0.01,10,5,5,0.412653128980994,-11.202939089875391,7
7,5,0.0,10,5,10,0.4124776883205774,-16.294564464217572,8
21,20,0.01,5,5,10,0.4123102292675151,-15.930070509991227,7
15,10,0.01,10,5,10,0.4122935596479536,-14.853677128259143,7
5,15,0.05,5,5,10,0.4121702710666555,-15.710462658081475,4
