n_components,n_neighbors,min_dist,min_cluster_size,min_samples,top_n_words,coherence_score,cohenrece_score_umass,n_topics
15,20,0.025,5,5,5,0.44406872769835315,-12.413425265752707,5
19,15,0.05,5,5,10,0.44388537549405377,-15.19600311631433,7
11,25,0.05,5,5,5,0.44384288134743743,-12.617973518001046,8
19,25,0.01,5,5,10,0.44336150219292153,-17.44380150486711,6
19,25,0.0,5,5,10,0.44336150219292153,-17.44380150486711,6
9,10,0.025,5,5,5,0.4429011883065765,-12.348599456466939,9
4,15,0.01,5,5,10,0.4428357570701624,-15.661520330983112,6
17,25,0.0,5,5,10,0.4427564691660941,-15.977438309190804,7
6,15,0.0,5,5,10,0.44229628562937057,-15.223493853986886,9
16,10,0.0,5,5,10,0.4422567483038599,-17.18418447456899,7
2,20,0.05,5,5,5,0.442191904149791,-11.193949152290811,9
12,5,0.025,5,5,10,0.4421540715096345,-15.850102765137443,9
20,20,0.01,5,5,5,0.44213284080989734,-13.682239366685991,6
9,5,0.025,5,5,10,0.44199292677054103,-15.979597725584213,9
11,10,0.01,5,5,5,0.4417455211479643,-12.756282195154936,8
15,25,0.05,5,5,10,0.44154851570335263,-15.457852302813725,8
8,10,0.01,5,5,10,0.44136814161857046,-16.293573404928953,7
10,20,0.0,5,5,10,0.44130324899600704,-15.300965072135252,9
8,20,0.0,5,5,5,0.44118337686275677,-13.020714157736677,8
4,20,0.01,5,5,5,0.4409071342820825,-11.407323189003213,7
15,5,0.0,5,5,10,0.4405845298513708,-17.32189007591023,8
3,25,0.01,5,5,5,0.4404109450662665,-12.171436765907925,8
8,15,0.0,5,5,5,0.4403433834365727,-12.85763250468679,8
8,25,0.05,5,5,5,0.44032445761854544,-12.42668104651827,7
16,20,0.0,5,5,10,0.44024873456392344,-15.859975901820924,9
10,15,0.0,5,5,10,0.4401765698426906,-16.68279760536664,6
14,15,0.0,5,5,5,0.4401224027538949,-12.62274449125124,8
5,15,0.025,5,5,10,0.44004066088277183,-14.912512943761143,8
7,5,0.01,5,5,10,0.439768515664547,-15.999126106835396,10
13,10,0.0,5,5,5,0.43953433294406313,-12.312428095699849,10
5,10,0.05,5,5,10,0.4393744390666424,-15.679803732143167,6
20,25,0.0,5,5,5,0.4392752084458877,-12.436713667031551,10
4,20,0.05,5,5,5,0.43924809384597924,-12.087172130715635,7
5,10,0.025,5,5,5,0.43914590703118306,-12.183028436028891,9
11,20,0.025,5,5,10,0.4390499567228846,-15.535961256559656,6
9,5,0.01,5,5,10,0.4388942153335178,-17.133900657968255,10
17,25,0.05,5,5,10,0.43883833562588354,-16.05538136126769,7
12,10,0.01,5,5,10,0.43880866533511825,-15.02348385450171,6
11,25,0.01,5,5,10,0.43871117217667416,-16.300492724153152,6
16,10,0.025,5,5,10,0.4384639536790211,-16.996352349476442,7
7,5,0.01,5,5,5,0.43844869868114905,-12.239562499423787,10
9,15,0.0,5,5,5,0.4384425440688736,-10.762240402693577,5
13,15,0.0,5,5,10,0.4383967701199309,-14.759526929517293,8
8,20,0.05,5,5,10,0.4381593873518696,-17.442730244644796,4
9,10,0.01,5,5,5,0.43811573142933236,-12.731729995076524,8
4,15,0.025,5,5,10,0.43802455432071835,-15.389146598534849,7
4,25,0.01,5,5,10,0.43779879578617625,-16.909113146255457,6
2,20,0.0,5,5,5,0.43776930053758395,-12.767063694488902,7
18,20,0.0,5,5,10,0.43755096428861595,-16.811662962989793,6
4,20,0.0,5,5,10,0.4371181555784716,-13.624149342854615,9
16,10,0.05,5,5,5,0.436881407247242,-12.292074304549699,9
12,10,0.0,5,5,10,0.4368475929464623,-15.376787446874426,7
2,20,0.0,5,5,10,0.43647688750140184,-16.5594440753777,7
17,5,0.01,5,5,10,0.4360649367218413,-16.252668427298968,11
7,15,0.05,5,5,10,0.4359199688318862,-16.02873616808471,7
2,10,0.01,5,5,5,0.43583877353072265,-12.773680783562767,8
2,15,0.025,5,5,5,0.43583432564705243,-12.25609392284871,8
10,20,0.05,5,5,10,0.435827267001106,-16.041911485231523,9
15,20,0.025,5,5,10,0.4357924874962491,-16.12472283078606,5
12,10,0.0,5,5,5,0.4355735577875142,-12.246876776390481,7
17,5,0.01,5,5,5,0.43546142847158764,-12.277240099242684,11
7,15,0.05,5,5,5,0.4353050329754599,-12.028219625054405,7
4,10,0.0,5,5,5,0.43473224020568657,-14.224482816504228,10
15,15,0.025,5,5,10,0.43460111997053863,-15.23456802996142,6
6,5,0.025,5,5,10,0.4345483159404734,-15.731120602059125,9
16,5,0.01,5,5,10,0.43423290103534806,-16.214184608096033,9
11,5,0.0,5,5,10,0.43422883779055843,-16.246102599230436,11
7,5,0.025,5,5,5,0.43414694757740113,-12.728516646476882,10
5,10,0.0,5,5,5,0.4340749412483289,-13.508360133891255,6
7,5,0.0,5,5,10,0.43406504809680224,-15.935455549207704,10
13,5,0.05,5,5,10,0.4340071668248858,-16.226967402187295,10
5,5,0.01,5,5,10,0.43390218555703497,-16.545612571610047,11
2,20,0.025,5,5,10,0.43347120219956037,-16.57479367367374,10
5,10,0.01,5,5,10,0.43317418143501357,-15.140339564980223,6
12,25,0.05,5,5,10,0.4329372625688611,-17.243686477000693,5
11,10,0.025,5,5,5,0.4328600914340782,-11.038584159385566,8
4,15,0.0,5,5,10,0.4328200537534032,-16.90999088980856,6
2,15,0.05,5,5,5,0.4324507450634903,-11.82992943029014,8
3,15,0.025,5,5,10,0.4324439390515509,-16.463936633031413,8
19,20,0.05,5,5,5,0.4322408443972769,-11.189575503799263,6
19,20,0.025,5,5,5,0.4322091648248308,-12.554497987461552,6
17,20,0.025,5,5,10,0.4320825929357183,-16.594866929122933,6
4,15,0.05,5,5,5,0.43196394661749976,-12.98747251891348,7
19,10,0.025,5,5,10,0.4318732946272883,-14.902886079734486,7
15,5,0.01,5,5,10,0.43186582900387016,-16.368905781753927,12
19,20,0.05,5,5,10,0.43149081126497035,-15.54437804281001,6
7,25,0.0,5,5,10,0.431462596986994,-15.974080325698273,8
11,15,0.025,5,5,10,0.43135398671065617,-15.148484552106948,7
15,5,0.025,5,5,10,0.4313042454687322,-16.49235884021982,12
17,20,0.01,5,5,10,0.4310564911754235,-16.99668303936063,6
9,15,0.05,5,5,10,0.43103221953706833,-14.967414995213273,8
8,20,0.01,5,5,10,0.43100579156717655,-15.751424473606162,7
8,25,0.05,5,5,10,0.43099051072149597,-15.9521787247216,7
19,10,0.01,5,5,10,0.4309862300735385,-14.683586752422038,7
13,25,0.05,5,5,10,0.4309613007178265,-15.889752182552897,7
6,10,0.0,5,5,5,0.4303995285474759,-12.847104075209614,9
18,10,0.05,5,5,10,0.43038412355106925,-17.018016081776715,5
18,20,0.05,5,5,10,0.43028828681858217,-16.141537906909395,7
8,25,0.025,5,5,10,0.43024390977988536,-16.59103233245579,9
7,25,0.025,5,5,10,0.4302437930777252,-16.10681311951817,7
5,25,0.05,5,5,10,0.4302173090485714,-15.45965234081155,7
9,20,0.025,5,5,5,0.43016200216281664,-12.477443508516323,10
19,25,0.025,5,5,10,0.43007655930677546,-16.9596059454733,9
12,20,0.05,5,5,10,0.4299759191984022,-15.434711650279276,7
20,20,0.05,5,5,10,0.4298302723018786,-15.007293749902672,6
5,5,0.0,5,5,10,0.4297152711867125,-16.376026975564205,11
11,5,0.05,5,5,10,0.4296716476622476,-16.245480502950354,11
10,15,0.025,5,5,10,0.4295431857917909,-16.199123812592187,4
3,20,0.025,5,5,10,0.42952999806689346,-15.501811103439143,8
7,25,0.01,5,5,10,0.42911673450160415,-17.0656880219657,8
10,15,0.0,5,5,5,0.4290573542715583,-13.966026112764814,6
13,15,0.05,5,5,5,0.4290448495245779,-11.65286734182997,8
12,10,0.025,5,5,5,0.428846301049079,-11.563774214988584,7
19,10,0.0,5,5,10,0.42875175130503873,-15.237059351678353,8
3,5,0.0,5,5,10,0.4286870232061501,-17.206564226187815,11
5,20,0.01,5,5,10,0.428275431964789,-16.08650738873957,7
7,15,0.0,5,5,10,0.4281915491933231,-14.673778473944225,7
18,5,0.025,5,5,10,0.4278078403572111,-15.770932548553116,11
4,15,0.025,5,5,5,0.42754413754732207,-13.68780964310781,7
19,25,0.05,5,5,10,0.4275361648651878,-17.168166274608208,6
17,15,0.0,5,5,5,0.42739010880259437,-12.412610992998156,8
8,10,0.05,5,5,5,0.42734894040009347,-12.804082108722277,9
10,15,0.01,5,5,10,0.427339446187102,-15.059155613605203,8
8,10,0.0,5,5,5,0.42731088671316036,-13.909624466927477,6
5,10,0.01,5,5,5,0.4271746094378746,-13.707085200057946,6
18,25,0.01,5,5,10,0.4270951935579331,-15.222891761432665,8
16,5,0.05,5,5,10,0.42695796222702126,-16.916012131663937,12
5,5,0.025,5,5,10,0.4269561240453606,-16.6313057967416,11
3,15,0.05,5,5,10,0.42674061017811,-14.589495779361712,8
2,20,0.025,5,5,5,0.4261160176565009,-12.303530114671402,10
9,15,0.025,5,5,10,0.42595343731589674,-14.232254123763624,8
12,25,0.025,5,5,10,0.4258042399572687,-16.43408553473711,9
20,20,0.025,5,5,10,0.42579687417932793,-15.09711838935261,6
7,20,0.05,5,5,10,0.42577096219534055,-15.78545238863802,8
14,20,0.025,5,5,10,0.4257569517380047,-15.734055744086424,7
7,5,0.0,5,5,5,0.425701544144624,-12.606800497618519,10
14,5,0.025,5,5,10,0.4254503579094887,-16.47628891770045,11
15,20,0.01,5,5,5,0.4252150271802061,-12.19774022124395,8
9,5,0.05,5,5,10,0.42517461730468403,-15.945041136014568,9
7,15,0.025,5,5,10,0.4251660410524612,-15.987621523000046,7
20,10,0.05,5,5,10,0.4249951060247858,-14.906254572260227,9
4,20,0.01,5,5,10,0.42491507894872055,-14.851719298746433,7
14,25,0.05,5,5,10,0.42486159478998886,-16.506842299336036,5
